sector,actividad,antiguedad,rfc,calle,colonia,exterior,departamento,municipio,estado,cp,pais,nombre,numero_cliente
COMERCIO,AUTOS Y REFACCIONES,1998-09-15,SLE971223CX3,MZA 22 LT 1,ATLACOMULCO DE FABELA,SN,,ATLACOMULCO,EM,50450,MEX,"SERVICIO LLANTERO LA ESTACION,SA DE CV",DDBB3B0B
COMERCIO,ROPA REGALOS Y CALZADO,2010-07-07,DDC100323296,BOULEVARD MANUEL AVILA CAMACHO,LOMAS DE CHAPULTEPEC I SECCION,40,19,MIGUEL HIDALGO,DF,11000,MEX,DEPOSITOS DE COACALC O SA DE CV,F866008P
COMERCIO,INSUMOS PARA LA INDUSTRIA,1995-03-17,TPA900421RV2,BLVD JOSE MA CHAVEZ,CD INDUSTRIAL,2210,,AGUASCALIENTES,AG,20290,MEX,"TRITURADOS Y PREMEZC LADOS DE AGUASCALIEN TES, SA DE CV",3PFIP3DI
COMERCIO,INSUMOS PARA LA INDUSTRIA,1999-01-11,AMO9406283W5,EMILIANO ZAPATA,SAN JOSE,3,,CHICOLOAPAN,EM,56377,MEX,ACEROS MORENO SA DE CV,DI6DBPB6
COMERCIO,ROPA REGALOS Y CALZADO,2001-12-04,CCO0108209Q1,LAS JACARANDAS,SAN ISIDRO,13,,CUAUTITLAN IZCALLI,EM,54730,MEX,"CINTAS COVE, S.A. DE C.V.",NN86IIB8
INDUSTRIA,MAQUIRIA Y EQUIPO,1995-02-13,GTI900705AZ2,SIN NOMBRE,CORREDOR INDUSTRIAL,SN,FRACC 3,TEPEAPULCO,HI,43994,MEX,GLOBAL TRANSPORTE IN DUSTRIA SERVICIO SA DE CV,3PFN8038
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,2004-08-18,PRO030328588,CARR CAZONES KM 4 1000,PAPANTLA CENTRO,SN,,PAPANTLA,VE,93400,MEX,PROCITRUS SA DE CV,8NIN6DDP
,,1996-01-10,SPS910528CV6,CALZADA UNION,PARQUE LA TALAVERNA,1012,,SAN NICOLAS DE LOS GARZA,NL,66473,MEX,SERVICIOS PRIVADOS D E SEGURIDAD SA DE CV,3FNNB036
COMERCIO,AUTOS Y REFACCIONES,2006-09-08,ADE0608019A3,AV CONSTITUYENTES,EL CARRIZAL,48,A,QUERETARO,QU,76030,MEX,AUTO DEPOT SA DE CV,IP3IIF88
SERVICIOS,SERVICIOS DE EDUCACION,2013-04-23,CEC781206UC2,VENUSTIANO CARRANZA,COLINAS DE SANTA BARBARA,1051,,COLIMA,CO,28017,MEX,CENTRO ESCOLAR COLIM A AC,4PP38I00
COMERCIO,SUPER Y ABARROTES,2016-02-04,DCO050531LW6,SANTO DOMINGO,VICENTE GUERRERO,514,,ENSENADA,BN,22920,MEX,DISTRIBUIDORA Y COME RCIALIZADORA OLMOS S DE PR DE RL,X8N68F36
COMERCIO,AUTOS Y REFACCIONES,2001-03-07,GLS0101157M0,JOSEFA ORTIZ DE DOMINGUEZ,SAN FELIPE HUEYOTLIP,126,,PUEBLA,PU,72030,MEX,"GRUPO LLANTERO SIETE LEGUAS,SA DE CV",DIIIPD0F
COMERCIO,SUPER Y ABARROTES,2006-10-12,CTU060612GP1,CARR TONALA A PADERON,MANUEL AVILA CAMACHO,7 KM 1 7,,TONALA,CS,30513,MEX,COMERCIALIZADORA EL TURULO SA DE CV,IPPB8BF3
SERVICIOS,SERVICIOS PROFESIONALES,2012-05-21,SRE100428P6A,COLINAS DEL ACDTO,COLINAS DEL SUR,6011,,MONTERREY,NL,64968,MEX,SEMALCO RESOURCES SA DE CV,4BFN3P3B
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2010-09-21,RMT941019CN4,KM 25 CARR TECATE,FLORIDO 1,12300,,TIJUANA,BN,22237,MEX,R Y M DE TIJUANA SA DE CV,FI6BP0NB
INDUSTRIA,QUIMICO,2009-12-14,MET071205853,AV INSURGENTES SUR,FLORIDA,1748,601,ALVARO OBREGON,DF,1030,MEX,MANUFACTURAS ESPECIA LIZADAS EN TERMINADO S DE ALUMI  SA DE CV,FNND86N8
COMERCIO,SUPER Y ABARROTES,2000-03-08,CBA7012104W1,AV CUATRO,CORDOBA CENTRO,1,,CORDOBA,VE,94500,MEX,CASA BALTAZAR SA DE CV,3N8IBD88
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2005-06-15,LMM041123216,AV SANTA FE 170,SANTA FE,3 3,DESP2,ALVARO OBREGON,DF,1210,MEX,LIQUI MOLY MEXICO SA DE CV,8PDINB63
COMERCIO,SUPER Y ABARROTES,2008-01-29,GAV0706203J2,AV FRAY ANDRES DE OLMOS,LAS LOMAS,808,,CIUDAD VALLES,SL,79090,MEX,GRUPO ALARO VALLES S A DE CV,6PPP88N6
SERVICIOS,SERVICIOS PROFESIONALES,2003-11-03,CER03100451A,IGNACIO ZARAGOZA,CENTRO,811,,MONTERREY,NL,64000,MEX,"CORPORATIVO ESPECIAL IZADO EN RECUPERACIO N DE CARTERA, SA DE",BF68DB83
COMERCIO,INSUMOS PARA LA INDUSTRIA,2016-03-18,GIS961028JH0,CALLE UNION,TEPEYAC INSURGENTES,207,1,GUSTAVO A MADERO,DF,7020,MEX,GRUPO INMOBILIARIO S UAVI ACAPULCO SA DE CV SA DE CV,X8IB63ND
TRANSPORTE,TRANSPORTE,1998-11-27,VCO960516BM6,RIO GRIJALVA SUR,DEL VALLE,105,,SAN PEDRO GARZA GARCIA,NL,66220,MEX,"VESTA CONTINENTAL,SA DE CV",DB6DF8IP
COMERCIO,SUPER Y ABARROTES,2006-11-22,GAN051214465,LOS ARRIMADOS,EL LIMON,SN,,AMECA,JA,46725,MEX,GRANEROS ANDALUCIA S PR DE RL,IFI88P3B
COMERCIO,OTROS COMERCIANTES,2006-10-10,CFM060921HP3,GEORGIA,NAPOLES,114,701,BENITO JUAREZ,DF,3810,MEX,CORRUGADOS FUERTES D E MEXICO   S DE RL D E CV,IP6F6N0D
SERVICIOS,SERVICIOS PROFESIONALES,1999-02-15,PCO930420TR3,STA ROSA DE LIMA,CAMINO REAL,4428,X,ZAPOPAN,JA,45040,MEX,PRODUCCIONES Y CONVE NCIONES SA DE CV,DDPF6P36
SERVICIOS,SERVICIOS PROFESIONALES,1998-06-04,INA980519212,CAM ANTIGUO A CULHUACAN,STA ISABEL INDUSTRIAL,239,,IZTAPALAPA,DF,9820,MEX,"INDUSTRIA NACIONAL D E ALUMBRADO Y HERRAJ ES,SA DE CV",DD0P0DFB
COMERCIO,SUPER Y ABARROTES,2010-06-10,CCM091023191,AVENIDA JOSE MARIA MORELOS MANZANA 1,REG 15 PESCADORES PTO MORELOS,LOTE 1.1,,BENITO JUAREZ,QR,77580,MEX,COMERCIALIZADORA COR ALES DEL MAR CARIBE SA DE CV,F8BB3P8B
COMERCIO,INSUMOS PARA LA INDUSTRIA,1992-08-03,DAN930216BP2,PROL AV JUAREZ,TABALAOPA,15902,,CHIHUAHUA,CH,31385,MEX,DISTRIBUIDORA AGRICO LA DEL NORTE SA DE C V,3P06IF80
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,1997-02-08,PHE920506IC4,SAN CRISTOBAL,SANCRISTOBAL,3,"4,5",CUERNAVACA,MO,62230,MEX,PICAZO HERMANOS SA D E CV,3080BDDD
AGROINDUSTRIA,AGROINDUSTRIA,2000-08-21,BPS930914553,CARRETERA LA BARCA EL LORETO,EL LORETO OCCIDENTAL,KM 9,SN,LA BARCA,JA,47924,MEX,EL BARATILLO DE LOS PEREZ S DE PR DE RL,D883I6NP
COMERCIO,AUTOS Y REFACCIONES,1995-10-02,LBR9412123G0,CAMPO 6 1 2 APDO POSTAL 357,CAMPO 6A,SN,,CUAUHTEMOC,CH,31608,MEX,LLANTAS BANDAS Y REF ACCIONES SA DE CV,3BNI80BI
INDUSTRIA,QUIMICO,1995-06-01,INT841001BG0,LATERAL SU PERIFERICO NTE,PARQUE INDUSTRIAL BELENES,559,,ZAPOPAN,JA,45150,MEX,INTERLUB SA DE CV,3F0B6F8N
,,2005-07-13,CDP050517AV7,"JUAN CARRASCO Y GRAL. PESQUEIRA, LOCAL",LOMAS DEL MAR,4,,MAZATLAN,SI,82010,MEX,COMUNICACIONES DIGIT ALES DEL PACIFICO SA DE CV,8F3BDDPB
SERVICIOS,SERVICIOS PROFESIONALES,2013-02-07,ASY130129PK1,AV PATRIOTISMO,MIXCOAC,767,E A 101,BENITO JUAREZ,DF,3910,MEX,AHK SYSTEMS SA DE CV,4P0BNPIB
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,2002-04-29,ZDI941115I19,FERNANDO MONTES DE OCA,HIPODROMO,7,,CUAUHTEMOC,DF,6100,MEX,ZV DISE�OS S A DE C V,N83IB6F3
INDUSTRIA,OTRAS INDUSTRIAS MANUFACTURERAS,1994-05-31,ESU8907176P6,ALLENDE,CADEREYTA JIMENEZ CENTRO,KM1.5,,CADEREYTA JIMENEZ,NL,67480,MEX,ESCOBERA SUPREMA SA DE CV,3P8N0BD0
COMERCIO,RESTAURANT,2010-05-11,AAL070917BJ9,BLVD CUAUHTEMOC,LOS PINOS,1520,,SALTILLO,CU,25204,MEX,ARMONIA EN ALIMENTOS SA DE CV,F80NI3D8
INDUSTRIA,MAQUIRIA Y EQUIPO,2011-02-21,IPM110217T25,CORREDOR IND,ESPA?A,SN,,HIDALGO DEL PARRAL,CH,33870,MEX,IMPLEMENTOS PIPSA MI NERIA SA DE CV,FPI3366F
INMOBILIARIO,ALQUILER DE INMUEBLES,1993-12-08,IAQ851204TW6,JULIAN DE OBREGON,COL OBREGON,210 B,,LEON,GU,37260,MEX,INMOBILIARIA AQUILES SA,3PIP8FB6
COMERCIO,OTROS COMERCIANTES,1991-12-30,NID900731LQ9,CERRA DE PIRAMIDES,AHUIZOTLA SANTIAGO AHUIZOTLA,15,,NAUCALPAN,EM,53378,MEX,"NEGOCIOS INTERNACION ALES DELTA,SA DE CV",36IP36D0
COMERCIO,SUPER Y ABARROTES,2004-09-29,PPS040402L19,RAFAEL AVILA CAMACHO,STA CRUZ BUENAVIST,10,,PUEBLA,PU,72170,MEX,PRODUCTOS POPULARES SALAS DEL CENTRO SA DE CV,8BD3P380
AGROINDUSTRIA,AGROINDUSTRIA,1999-02-04,SER980223B85,CALLE 12,TLALNEPANTLA CENTRO,10,,TLALNEPANTLA,EM,54000,MEX,"SERVIBEV,SA DE CV",DDP68N0B
INDUSTRIA,TEXTIL,2006-08-15,MNO060327T50,MADERO ORIENTE,CENTRO DE MONTERREY,1627 OTE,A,MONTERREY,NL,64000,MEX,MOSS DEL NORTE SA DE CV,I6IF0F03
SERVICIOS,SERVICIOS PROFESIONALES,2011-09-15,BTM071018ST9,AVENIDA PERIFERICO SUR,JARDINES EN LA MONTANA,4293,PISO 1,TLALPAN,DF,14210,MEX,BAKER TILLY MEXICO S C,43IN3N3D
SERVICIOS,SERVICIOS PROFESIONALES,2003-10-20,ACI030912TA8,BOSQUES DE BOLOGNIA 3,BOSQUES DEL LAGO,29,MZ18LT16,CUAUTITLAN IZCALLI,EM,54766,MEX,AUTOMATIZACION Y CON TROL INDUSTRIAL Y MA RINO SA DE CV,BF8I66D8
INMOBILIARIO,NO VIVIENDA,1989-01-11,PCE700904KU0,BLV LOS INSURGENTES,LOS SAUCILLOS,77,,TIJUANA,BN,22225,MEX,PROYECTOS Y CONSTRUC CIONES ELECTRICAS DE L NOROESTE SA DE CV,366IP3I8
SERVICIOS,SERVICIOS PROFESIONALES,2006-12-18,TEC051115DQ1,BURGOS,REV OBRERA,1117,,REYNOSA,TM,88759,MEX,TECHNOTEX SA DE CV,6036PI38
COMERCIO,SUPER Y ABARROTES,2009-03-18,SBV041013EI4,DR MARTINEZ DEL RIO,DOCTORES,55,,CUAUHTEMOC,DF,6720,MEX,SUPER BODEGA LA VILL A DE MADRID SA DE CV,PFFN88DN
COMERCIO,INSUMOS PARA LA INDUSTRIA,1993-09-24,CCV930203748,LIBRAMIENTO J J  CANTU,LA GARITA,1026,,ATLACOMULCO,EM,50450,MEX,CENTRAL DE CEMENTO Y VARILLA DE ATLACOMU LCO SA DE CV,3PDD3IFF
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,1991-11-05,MMU6311184L6,CARR CARRETERA 57,CHAPULTEPEC,KM 6,,PIEDRAS NEGRAS,CU,26070,MEX,"MARIA E DE MUZQUIZ,S A DE CV",3686FP0D
COMERCIO,OTROS COMERCIANTES,1998-06-09,DIN960925V95,RUDYARD KIPLING,JARDINES DE LA PATRI,4886,,ZAPOPAN,JA,45110,MEX,"DIAGNOSTICA INTERNAC IONAL,SA DE CV",DD0F38BP
COMERCIO,AUTOS Y REFACCIONES,1991-05-25,ACA820322RA6,AVENIDA COBA POR LABNA MZ2,SUPERMANZANA 35,LT 1 Y 2,,BENITO JUAREZ,QR,77500,MEX,AUTOMOTRIZ CARIBE SA DE CV,3633IN3B
COMERCIO,INSUMOS PARA LA INDUSTRIA,2011-05-11,DTC020211FW8,FRESNO,MORELOS,1113,,GUADALAJARA,JA,44910,MEX,DISTRIBUIDORA DE TUB OS Y CONEXIONES DE O CCIDENTE SA DE CV,4000DIBB
COMERCIO,SUPER Y ABARROTES,2004-11-04,CDV040124FG3,PASILLO 2,ZONA URB EJIDAL,LOC32,B,IZTAPALAPA,DF,9040,MEX,COMERCIALIZADORA Y D ISTRIBUIDORA VAYDI S DE RL DE CV,8BP3PN00
TRANSPORTE,TRANSPORTE,2011-02-09,MBA091112P96,MARIA ISABEL,LAS AMERICAS,222,A,IRAPUATO,GU,36524,MEX,MODIFICADOS DEL BAJI O  SA DE CV,FPB68DBI
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,1997-06-21,DCI850718EL8,AVENIDA SAN FRANCISCO,SAN FRANCISCO CUAUTLALPAN,12,,NAUCALPAN,EM,53560,MEX,DISTRIBUIDORA Y CONV ERTIDORA INDUSTRIAL SA DE CV,330DBPPN
INDUSTRIA,TEXTIL,1998-06-12,DCA820701N57,AVENA,GRANJAS MEXICO,316,B,IZTACALCO,DF,8400,MEX,DISE�OS CHARME SA DE CV,33PN8D3I
COMERCIO,SUPER Y ABARROTES,1997-06-19,FTE961213I97,AV JUAN GIL PRECIADO,LOS ROBLES,2671,,ZAPOPAN,JA,45134,MEX,FORRAJES TESISTAN SA DE CV,3N366038
COMERCIO,ROPA REGALOS Y CALZADO,2008-10-02,DFH0105161T9,AVE VENUISTIANO CARRANZA,SANTA ROSA,2810,A,CHIHUAHUA,CH,31050,MEX,DISTRIBUIDOR DE FARM ACIAS Y HOSPITALES S A DE CV,PIBN63PP
COMERCIO,OTROS COMERCIANTES,2007-10-30,ASA880118BU4,BLV FRANCISCO COSS,SALTILLO CENTRO,248 OTE,,SALTILLO,CU,25000,MEX,ARA DE SALTILLO SA D E CV,6IPDB6ID
TRANSPORTE,TRANSPORTE,1988-09-28,ATP850107BN3,VENUSTIANO CARRANZA,JARDINES DE XALOSTOC,21,,ECATEPEC,EM,55330,MEX,AUTOTANQUES PETROQUI MICOS CENTRALES SA D E CV,3633ID6N
INDUSTRIA,MAQUIRIA Y EQUIPO,2014-01-29,AFR941123KRA,CARRETERA 30,INDUSTRIAL,KM 7  7,7,FRONTERA,CU,25618,MEX,ARRI DE FRONTERA SA DE CV,X3DB608I
COMERCIO,ROPA REGALOS Y CALZADO,1993-09-22,ATE930308NP6,SEMINARIO,STA CATARINA,SIN NUM,XX,CHIAUTLA,EM,56030,MEX,"ATLANTA TEXTIL,SA DE CV",3PBF363D
COMERCIO,RESTAURANT,2007-06-21,ASC0109105V2,4 NORTE ENTRE 15  Y 20 NORTE,CENTRO,169,169,SOLIDARIDAD,QR,77710,MEX,AU SOLEIL COUCHANT S A DE CV,6NFPPP6N
COMERCIO,SUPER Y ABARROTES,2007-03-08,MCL970516QA2,AV UNIVERSIDAD,VILLAS DE LA UNIVERSIDAD,205,1,AGUASCALIENTES,AG,20029,MEX,MR COMERCIALIZADORA DE LICORES SA DE CV,63IPPNF8
TRANSPORTE,TRANSPORTE,2006-06-16,AOI960201NX4,NTE 176,PENSADOR MEXICANO,633,,VENUSTIANO CARRANZA,DF,15510,MEX,AUTOTRANSPORTES OILS A SA DE CV,IINFI0BD
INDUSTRIA,TEXTIL,2007-08-03,EPI050408SB0,OLIMPICA,BRISAS DEL CAMPO,934,,LEON,GU,37297,MEX,EVA PLUS INDUSTRIAL SA DE CV,680BF08B
AGROINDUSTRIA,AGROINDUSTRIA,2011-09-07,CAD080422B24,KM 7 MAS 800 CRT A OBREGON,CIUDAD CUAUHTEMOC CENTRO,SN,,CUAUHTEMOC,CH,31500,MEX,CULTIVO AGRICOLA DYD YSA SPR DE RL DE CV,438368P8
SERVICIOS,SERVICIOS PROFESIONALES,2001-03-06,DME000511GW5,CAM REAL SAN LORENZO,EL MANTO,42 C,,IZTAPALAPA,DF,9830,MEX,"COMPANIA DIB DE MEXI CO,SA DE CV",DII8I8B6
COMERCIO,OTROS COMERCIANTES,2012-07-18,FMA7408141N5,COREGIDORA,CENTRO AREA 6,59 A,,CUAUHTEMOC,DF,6060,MEX,FERRETERA MAX SA DE CV,48INN0PP
COMERCIO,INSUMOS PARA LA INDUSTRIA,2010-06-01,FAG080924AN4,AV MORELOS NORTE,CENTRO,50,,ACALA,CS,29370,MEX,FERTILIZANTES Y AGRO QUIMICOS EL GUADALUP ANO  SA DE CV,F8NDBPI8
AGROINDUSTRIA,AGROINDUSTRIA,2000-02-22,NEW000113TE4,AV LOMAS VERDES,LOMAS VERDES,825,DP 213 E,NAUCALPAN,EM,53120,MEX,"NEWMON,SA DE CV",DB83FNNF
INMOBILIARIO,NO VIVIENDA,1999-11-29,HCD990826FF8,AVENIDA SUR,UNIDAD HAB PEMEX,403,1ER PISO,TULA DE ALLENDE,HI,42808,MEX,HG CONSTRUCCION Y DE SARROLLO INTEGRAL SA DE CV,DB0BIIFD
COMERCIO,INSUMOS PARA LA INDUSTRIA,2000-12-27,PEN970306S41,BOLIVAR,ALAMOS,760,,BENITO JUAREZ,DF,3400,MEX,PRISMA ENVASE SA DE CV,38IN36PN
SERVICIOS,SERVICIOS PROFESIONALES,2016-10-18,OCS1211062A7,AVENIDA DEL MAR,BIVALBO,2,,CARMEN,CA,24158,MEX,OFFSHORE CERTIFICATI ON SERVICES SA DE CV,XIFN66FP
INDUSTRIA,QUIMICO,2008-09-23,ILU050603BG6,CALLE 8,ZIND,2698,,GUADALAJARA,JA,44940,MEX,COMPA�IA INTERNACION AL DE LUBRICANTES S. A. DE C.V.,PI0N0660
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2007-05-03,GMA0703287S0,PERIFERICO PONIENTE,JUAN PABLO II,19032,,MERIDA,YU,97246,MEX,GRUPO MASAGO S DE RL DE CV,6D60D6F0
INDUSTRIA,INDUSTRIAS BASICAS,2013-11-22,SSC130703TV9,MARIA DE LOURDES,MUNICIPIO LIBRE,6,,LAGOS DE MORENO,JA,47472,MEX,SLCI SOLUCIONES Y CO NSTRUCCIONES INDUSTR IALES SA DE CV,X0P0D8D6
COMERCIO,INSUMOS PARA LA INDUSTRIA,2014-03-24,GJE091001BP9,VALLE DEL IRAGUADI,VALLE DE ARAGON,38,,NEZAHUALCOYOTL,EM,57100,MEX,GRUPO JEQUIMEX SA DE CV,X386NPBN
INMOBILIARIO,NO VIVIENDA,2011-07-22,IPO110225GJ8,MAL PASO,LOMAS DE LA PRESA,23642,,TIJUANA,BN,22125,MEX,INFRAESTRUCTURA PUBL ICA Y OBRA CIVIL SA DE CV,40PI66FB
COMERCIO,SUPER Y ABARROTES,2011-05-17,DEL110405KG1,CUAUHTEMOC,PARAS,1400 OTE,OTE,MONTEMORELOS,NL,67520,MEX,DELCITRO S DE RL DE CV,FFIP3083
SERVICIOS,SERVICIOS DE ESPARCIMIENTO,1998-06-30,ACA980406MK1,AV SANTOS DEGOLLADO,NUEVO LAREDO CENTRO,909,,NUEVO LAREDO,TM,88000,MEX,AIRE CABLE SA DE CV,DD3BI836
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2013-11-08,LSA1008128D4,MORELOS,CARDENAS CENTRO,6,,CARDENAS,SL,79380,MEX,LOBO SABIO SA DE CV,X0IBFDBI
INMOBILIARIO,NO VIVIENDA,2003-08-22,GDE010925970,LUIS ECHEVERRIA,TECNOLOGICO,443,5,SALTILLO,CU,25280,MEX,GN DESARROLLOS SA DE CV,BPP8P8F0
COMERCIO,ROPA REGALOS Y CALZADO,1997-06-06,PAP9204211R7,CARRETERA LAGO DE GUADALUPE KM 27,SAN PEDRO BARRIENTOS,2,BOD 3E,TLALNEPANTLA DE BAZ,EM,54010,MEX,PAPERASSE SA DE CV,30F3NFFI
TRANSPORTE,TRANSPORTE,2011-01-03,TJU100325KS5,PEDRO DE LILLE Y DOMINGO SARMIENTO,CNOP,SN,,HIDALGO DEL PARRAL,CH,33890,MEX,TRANSPORTES JUPRI SA DE CV,FP0B3PF3
COMERCIO,SUPER Y ABARROTES,2000-03-13,CCS000201BA6,AV 16 DE SEPTIEMBRE,XALTOCAN,184,A,XOCHIMILCO,DF,16090,MEX,COMERCIALIZADORA DE CARNES SALAS SA DE C V,DBID3IDB
INMOBILIARIO,NO VIVIENDA,2015-01-30,IIN000816V51,JUAN ALVAREZ,MONTERREY CENTRO,111,NTE,MONTERREY,NL,64000,MEX,ICOM INGENIERIA SA D E CV,XNND6II3
COMERCIO,INSUMOS PARA LA INDUSTRIA,2010-01-13,CEN090805QR1,CARR PICACHO AJUSCO PANORAMICA,SANTO TOMAS AJUSCO,KM 37.5,,TLALPAN,DF,14710,MEX,CEMENTOS ENCINOS SA DE CV,FNI8I63D
COMERCIO,AUTOS Y REFACCIONES,2001-12-24,AAL841220T19,PEDREL,EX HIPODROMO DE PERA,9,,CUAUHTEMOC,DF,6250,MEX,AUTO PARTES ALFA SA DE CV,NN6IDIBB
SERVICIOS,SERVICIOS DE EDUCACION,2007-06-14,EMT981013UK3,LUIS FREG,LOMAS DE SOTELO,12,,NAUCALPAN DE JUAREZ,EM,53390,MEX,UNIVERSIDAD TOMINAGA NAKAMOTO SC,6NIFFIF0
AGROINDUSTRIA,AGROINDUSTRIA,1990-11-23,DIT830114635,MEXICO COYOACAN,XOCO,375,,BENITO JUAREZ,DF,3330,MEX,DULCERIA ITALIANA S DE RL DE CV,36DF888D
COMERCIO,INSUMOS PARA LA INDUSTRIA,1987-06-18,CMA87031235A,AV AVIACION,SAN JUAN DE OCOTAN,5051,21,ZAPOPAN,JA,45010,MEX,COMPRESORES MAQPOWER SA DE CV,36DNNBID
TRANSPORTE,TRANSPORTE,2008-06-20,MLA080531Q30,AV RIO TAMESI KM 0 700,PTO IND,LOC N,,ALTAMIRA,TM,89603,MEX,MULTIMODAL LOGISTICS DE ALTAMIRA,PDFN0BD3
INDUSTRIA,PAPEL,1992-09-18,PTR400206JS5,SAN LORENZO,SAN NICOLAS TOLENTINO,688,,IZTAPALAPA,DF,9850,MEX,"PAPELES TROQUELADOS, SA",3P3F6I3I
COMERCIO,INSUMOS PARA LA INDUSTRIA,1998-08-05,SIN970311DX1,AVENIDA PERIFERICO SUR,JARDINES EN LA MONTA�A,4305,PISO 4,TLALPAN,DF,14210,MEX,SABER INTEGRARSE SA DE CV,DDN33633
SERVICIOS,SERVICIOS PROFESIONALES,1998-09-25,CIN910711TI1,CARRETERA BOSQUES DE SALOYA,RCHIA EMILIANO ZAPAT,93,,CENTRO,TA,86280,MEX,"CINDRO,SA DE CV",DDBII0NF
COMERCIO,INSUMOS PARA LA INDUSTRIA,2010-11-19,FFI101004M74,EUGENIO A BENAVIDES,STA MARTHA ACATITLA,94,,IZTAPALAPA,DF,9510,MEX,FISMA FIERROS INDUST RIALES SANTA MARTHA ACATITLA SA DE CV,F6BF0D6I
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2011-03-25,GGR091208LK9,CALZ SOLIDARIDAD,LOMAS DE BERNARDEZ,327,,GUADALUPE,ZA,98610,MEX,GRUPO GASOLINERO RIV AS SA DE CV,FF00IB0N
,,2012-02-29,GVA740521Q91,MIGUEL DE CERVANTES SAAVEDRA,GRANADA,57,,MIGUEL HIDALGO,DF,11520,MEX,G DE VILLA Y ASOCIAD OS SA DE CV,4NPF8BP3
INDUSTRIA,PRODUCTOS A BASE DE MINERALES NO METALICOS,2008-08-07,ICO0410191S1,LIB JOSE LOPEZ PORTILLO,ANTIGUA CARR ARTEAGA,KM 2 5,,ARTEAGA,CU,25350,MEX,INCA CONCRETOS SA DE CV,PB8BDNNI
COMERCIO,ROPA REGALOS Y CALZADO,2012-06-20,EHO0905292G4,AV INGLATERRA,ARCOS SUR,44150,,GUADALAJARA,JA,44150,MEX,ESTRATEGIA HOSPITALA RIA SA DE CV,48N00P88
COMERCIO,INSUMOS PARA LA INDUSTRIA,1990-11-05,CRI901019HW5,AV JALISCO,TACUBAYA,180,PSO 4,MIGUEL HIDALGO,DF,11870,MEX,"CONCEPTO RISOGRAFICO ,SA DE CV",36DNNIFN
COMERCIO,SUPER Y ABARROTES,2011-05-31,IDC0807156Y9,JUAN URBINA,SAN ISIDRO,102,,MEXICALTZINGO,EM,52189,MEX,INTERCARNES DISTRIBU IDORA DE CARNES INTE RNACIONALES SA DE CV,403NBPDI
COMERCIO,AUTOS Y REFACCIONES,2001-04-24,RLN811026ED7,AV HIDALGO,TORREON CENTRO,417,PTE,TORREON,CU,27000,MEX,"REFACCIONARIA DE LA LAGUNA DEL NORTE,SA DE CV",N03I0BIB
COMERCIO,OTROS COMERCIANTES,2003-10-02,ISO0110168Q9,BOSQUES DE DURAZNOS,BOSQUES DE LAS LOMAS,75,1103,MIGUEL HIDALGO,DF,11700,MEX,INDICIUM SOLUTIONS S A DE C V,BFNNDPP3
COMERCIO,RESTAURANT,1989-04-07,FKI811001MR2,LUIS G LEON,COPILCO EL ALTO,71,,COYOACAN,DF,4360,MEX,FIESTA KITTY SA DE C V,36NN003B
INDUSTRIA,INDUSTRIAS BASICAS,2008-04-01,IBO060331JM0,AV DEL PASTOR,TECAMACHALCO,SN,,LA PAZ,EM,56500,MEX,INDUSTRIAL BALCOM OE RSTED  SA DE CV,P0NPNDNB
COMERCIO,SUPER Y ABARROTES,2013-05-21,NIU090608NHA,C CAMINO ANTIGUO A ACAPULCO,LOMAS DE SAN ANGEL I,261,,ALVARO OBREGON,DF,1790,MEX,NIUSWEET SA DE CV,4F0FPD66
TRANSPORTE,TRANSPORTE,2007-03-06,USR050414F45,MISION DE SAN IGNACIO,ZONA RIO,2758,,TIJUANA,BN,22320,MEX,U SAVE RENT A CAR SA DE CV,63IN0F0D
INDUSTRIA,MINERIA,2001-07-20,BES850409HE1,FRANCISCO SARABIA,ZONA CENTRO,721 PTE,,DURANGO,DU,34000,MEX,BESMER SA DE CV,N3D60033
SERVICIOS,OTROS SERVICIOS,2009-05-13,OEM920612B67,QUINTANA ROO,ROMA SUR,65,,CUAUHTEMOC,DF,6760,MEX,COMPA�IA OPERADORA D E ESTACIONAMIENTOS M EXICANOS SA DE CV,F0I6PF0N
COMERCIO,ESTACIONES DE GASOLI Y GASERAS,2004-04-14,SBA881118S16,MIGUEL ALEMAN,CENTRO,814,,LEON,GU,37000,MEX,SERVICIO BULLE ANDRA DE S A   DE C V,836B38PP
INDUSTRIA,INDUSTRIAS BASICAS,2005-01-11,SMA041110G4A,PRESAS,SANTIAGO OCCIPACO,3,6,NAUCALPAN,EM,53250,MEX,SPECIALTY MATERIALS SA DE CV,88F80FD6
SERVICIOS,SERVICIOS PROFESIONALES,2002-03-07,ATP011204FX6,NICOLAS SAN JUAN,DEL VALLE,1727,,BENITO JUAREZ,DF,3600,MEX,ARCHER TROY PUBLICID AD SA DE CV,NBINBNDI
